Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1654043856.1630108,41,1654043856,157432610,,4,/flight_log_bagfile,Less than 5 x 1G of space free on disk with '/home/usrl/catkin_ws/src/WaterSampling/sampler/flight_logs/watersampling_2022-05-31-20-37-36.bag.active'.,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,Recorder::checkDisk,771,['/rosout']
1654043856.163187,42,1654043856,159368369,,2,/mavros,Plugin esc_telemetry initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry']"
1654043856.163223,43,1654043856,159471906,,2,/mavros,Plugin fake_gps blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry']"
1654043856.1632318,44,1654043856,159523313,,2,/mavros,Plugin ftp blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry']"
1654043856.1633613,45,1654043856,159567832,,2,/mavros,Plugin geofence blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry']"
1654043856.1634216,46,1654043856,159932813,,2,/mavros,Plugin global_position loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry']"
1654043856.3583694,47,1654043856,354292239,,2,/mavros,Plugin global_position initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset']"
1654043856.3583922,48,1654043856,355419887,,2,/mavros,Plugin gps_input loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset']"
1654043856.39883,49,1654043856,394590295,,2,/mavros,Plugin gps_input initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset']"
1654043856.3989697,50,1654043856,395373128,,2,/mavros,Plugin gps_rtk blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset']"
1654043856.3989935,51,1654043856,396392406,,2,/mavros,Plugin gps_status loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset']"
1654043856.4419277,52,1654043856,421281832,,2,/mavros,Plugin gps_status initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk']"
1654043856.442008,53,1654043856,422479091,,2,/mavros,Plugin hil blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk']"
1654043856.4420183,54,1654043856,423683554,,2,/mavros,Plugin home_position loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk']"
1654043856.4856684,55,1654043856,464565517,,2,/mavros,Plugin home_position initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home']"
1654043856.485711,56,1654043856,465704739,,2,/mavros,Plugin imu loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home']"
1654043856.555611,57,1654043856,551326535,,2,/mavros,Plugin imu initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw']"
1654043856.555649,58,1654043856,552123572,,2,/mavros,Plugin landing_target blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw']"
1654043856.5588026,59,1654043856,552997313,,2,/mavros,Plugin local_position loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw']"
1654043856.623148,60,1654043856,620209387,,2,/mavros,Plugin local_position initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw', '/mavros/local_position/pose', '/mavros/local_position/pose_cov', '/mavros/local_position/velocity_local', '/mavros/local_position/velocity_body', '/mavros/local_position/velocity_body_cov', '/mavros/local_position/accel', '/mavros/local_position/odom']"
1654043856.6636539,61,1654043856,621313572,,2,/mavros,Plugin log_transfer blacklisted,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,319,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw', '/mavros/local_position/pose', '/mavros/local_position/pose_cov', '/mavros/local_position/velocity_local', '/mavros/local_position/velocity_body', '/mavros/local_position/velocity_body_cov', '/mavros/local_position/accel', '/mavros/local_position/odom']"
1654043856.6636646,62,1654043856,622234258,,2,/mavros,Plugin mag_calibration_status loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw', '/mavros/local_position/pose', '/mavros/local_position/pose_cov', '/mavros/local_position/velocity_local', '/mavros/local_position/velocity_body', '/mavros/local_position/velocity_body_cov', '/mavros/local_position/accel', '/mavros/local_position/odom']"
1654043856.6636786,63,1654043856,637394702,,2,/mavros,Plugin mag_calibration_status initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw', '/mavros/local_position/pose', '/mavros/local_position/pose_cov', '/mavros/local_position/velocity_local', '/mavros/local_position/velocity_body', '/mavros/local_position/velocity_body_cov', '/mavros/local_position/accel', '/mavros/local_position/odom', '/mavros/mag_calibration/status', '/mavros/mag_calibration/report']"
1654043856.6637046,64,1654043856,638291776,,2,/mavros,Plugin manual_control loaded,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,326,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw', '/mavros/local_position/pose', '/mavros/local_position/pose_cov', '/mavros/local_position/velocity_local', '/mavros/local_position/velocity_body', '/mavros/local_position/velocity_body_cov', '/mavros/local_position/accel', '/mavros/local_position/odom', '/mavros/mag_calibration/status', '/mavros/mag_calibration/report']"
1654043856.7093062,65,1654043856,667813665,,2,/mavros,Plugin manual_control initialized,/tmp/binarydeb/ros-noetic-mavros-1.13.0/src/lib/mavros.cpp,MavRos::add_plugin,376,"['/rosout', '/diagnostics', '/tf', '/tf_static', '/mavlink/from', '/mavros/target_actuator_control', '/mavros/altitude', '/mavros/cam_imu_sync/cam_imu_stamp', '/mavros/camera/image_captured', '/mavros/distance_sensor/hrlv_ez4_pub', '/mavros/distance_sensor/lidarlite_pub', '/mavros/esc_telemetry', '/mavros/global_position/raw/fix', '/mavros/global_position/raw/gps_vel', '/mavros/global_position/raw/satellites', '/mavros/global_position/global', '/mavros/global_position/local', '/mavros/global_position/rel_alt', '/mavros/global_position/compass_hdg', '/mavros/global_position/gp_origin', '/mavros/global_position/gp_lp_offset', '/mavros/gpsstatus/gps1/raw', '/mavros/gpsstatus/gps2/raw', '/mavros/gpsstatus/gps1/rtk', '/mavros/gpsstatus/gps2/rtk', '/mavros/home_position/home', '/mavros/imu/data', '/mavros/imu/mag', '/mavros/imu/temperature_imu', '/mavros/imu/temperature_baro', '/mavros/imu/static_pressure', '/mavros/imu/diff_pressure', '/mavros/imu/data_raw', '/mavros/local_position/pose', '/mavros/local_position/pose_cov', '/mavros/local_position/velocity_local', '/mavros/local_position/velocity_body', '/mavros/local_position/velocity_body_cov', '/mavros/local_position/accel', '/mavros/local_position/odom', '/mavros/mag_calibration/status', '/mavros/mag_calibration/report', '/mavros/manual_control/control']"
